,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,GBP,HKD,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RON,SEK,SGD,THB,TRY,USD,ZAR
2024-07-26,1.6559,1.9558,6.117,1.5009,0.9594,7.875,25.37,7.4626,0.84378,8.4782,390.95,17694.0,3.9788,90.95,149.7,167.84,1505.15,19.9254,5.058,11.937,1.8427,63.377,4.274,4.9718,11.7325,1.4594,39.112,35.798,1.086,19.8121
2024-07-29,1.6534,1.9558,6.1165,1.4976,0.9578,7.8518,25.371,7.4625,0.84345,8.449,392.5,17610.0,4.0321,90.57,149.9,166.44,1496.41,19.942,5.018,11.9155,1.8418,63.343,4.2938,4.9725,11.7265,1.454,38.914,35.71,1.0817,19.9041
2024-07-30,1.656,1.9558,6.0843,1.4996,0.9592,7.8489,25.429,7.4619,0.8426,8.4558,394.5,17682.0,4.044,90.62,149.5,167.61,1498.59,20.153,5.0034,11.8885,1.8386,63.502,4.2838,4.9766,11.686,1.4554,38.961,35.82,1.0824,19.8815
2024-07-31,1.6635,1.9558,6.0874,1.4977,0.9533,7.8194,25.457,7.4621,0.8438,8.4589,395.78,17634.0,4.0822,90.62,149.9,162.76,1485.96,20.332,4.9749,11.8175,1.8289,63.218,4.2908,4.9749,11.6125,1.4491,38.629,35.908,1.0828,19.74
2024-08-01,1.6501,1.9558,6.112,1.4912,0.9467,7.8203,25.454,7.4613,0.84328,8.432,395.55,17549.0,4.0855,90.35,149.9,162.66,1474.13,19.9936,4.9295,11.7465,1.814,62.912,4.2958,4.9756,11.522,1.4437,38.409,35.706,1.0789,19.6134
2024-08-02,1.6629,1.9558,6.257,1.5035,0.9433,7.8075,25.271,7.4621,0.85,8.4625,396.73,17563.0,4.1211,90.73,150.5,161.37,1479.77,20.58,4.873,11.929,1.8196,62.885,4.289,4.9756,11.5843,1.4424,38.296,35.942,1.0835,19.7048
2024-08-05,1.7008,1.9558,6.3759,1.5188,0.9304,7.8046,25.314,7.4607,0.85878,8.5335,398.45,17755.0,4.2013,92.28,150.5,155.98,1495.97,21.641,4.8525,12.1108,1.8461,63.303,4.3128,4.9768,11.534,1.4475,38.732,36.585,1.0966,20.371
2024-08-06,1.6837,1.9558,6.2028,1.5097,0.9325,7.8071,25.286,7.4628,0.85998,8.5055,397.38,17653.0,4.1979,91.59,150.7,158.29,1504.09,21.087,4.8834,12.0005,1.8423,63.049,4.3105,4.9772,11.559,1.4485,38.797,36.647,1.0915,20.162
2024-08-07,1.6643,1.9558,6.136,1.501,0.9409,7.8425,25.27,7.4627,0.85808,8.5162,398.2,17539.0,4.1367,91.7,150.9,160.62,1501.94,21.069,4.9111,11.781,1.815,63.015,4.3173,4.9768,11.4235,1.4499,38.866,36.579,1.0922,20.034
2024-08-08,1.6677,1.9558,6.1544,1.5021,0.9368,7.8393,25.273,7.4619,0.86093,8.5168,396.1,17379.0,4.1511,91.76,151.1,159.74,1503.86,21.04,4.8912,11.8825,1.823,62.738,4.319,4.9767,11.4955,1.4474,38.577,36.613,1.093,20.099
2024-08-09,1.6609,1.9558,6.0477,1.5007,0.9435,7.828,25.234,7.4622,0.85708,8.514,395.2,17413.0,4.0722,91.66,151.1,160.33,1491.07,20.565,4.828,11.8295,1.8156,62.533,4.3253,4.9769,11.4955,1.4453,38.45,36.628,1.0917,20.017
2024-08-12,1.656,1.9558,5.9998,1.4998,0.9491,7.8439,25.178,7.4628,0.85554,8.5157,393.25,17444.0,4.1171,91.74,151.1,161.25,1497.58,20.566,4.8682,11.7745,1.811,62.611,4.3058,4.9767,11.4935,1.4474,38.527,36.629,1.0925,19.9047
2024-08-13,1.6572,1.9558,6.0061,1.5014,0.948,7.8301,25.203,7.4621,0.85458,8.5143,393.53,17318.0,4.0855,91.76,151.1,161.17,1498.93,20.724,4.8648,11.797,1.8089,62.322,4.289,4.9757,11.506,1.4454,38.384,36.679,1.0931,19.8621
2024-08-14,1.6643,1.9558,6.0024,1.5115,0.9515,7.8627,25.197,7.462,0.85783,8.5824,394.45,17195.0,4.1127,92.5,152.1,161.98,1493.74,20.878,4.8704,11.7665,1.8324,62.761,4.2975,4.9763,11.4843,1.4494,38.429,36.966,1.1019,19.9267
2024-08-15,1.6609,1.9558,6.0262,1.509,0.9541,7.8816,25.2,7.4619,0.85615,8.58,394.58,17290.0,4.077,92.44,152.1,162.14,1495.28,20.748,4.8834,11.7455,1.832,62.744,4.2815,4.9764,11.5135,1.4505,38.483,37.015,1.1011,19.8284
2024-08-16,1.6577,1.9558,6.0112,1.5095,0.954,7.8758,25.239,7.4616,0.85128,8.5705,395.73,17259.0,4.0359,92.28,152.9,162.72,1490.58,20.546,4.872,11.8185,1.824,62.843,4.2703,4.9758,11.5435,1.4497,38.408,37.045,1.0994,19.6993
2024-08-19,1.6486,1.9558,6.0215,1.5098,0.9543,7.8848,25.181,7.4616,0.85243,8.604,393.08,17212.0,4.0907,92.61,151.9,161.22,1476.07,20.659,4.8376,11.7345,1.817,62.578,4.2688,4.9773,11.4871,1.4464,38.053,37.242,1.1041,19.6951
2024-08-20,1.6454,1.9558,6.0376,1.5085,0.9527,7.9192,25.158,7.4623,0.85194,8.6345,393.85,17126.0,4.1073,92.84,152.1,162.18,1478.34,20.844,4.852,11.6825,1.8042,62.559,4.2643,4.9768,11.3825,1.4493,37.885,37.49,1.1084,19.7295
2024-08-21,1.6495,1.9558,6.0844,1.5117,0.9503,7.9306,25.11,7.4615,0.85303,8.6634,392.35,17247.0,4.1395,93.26,152.7,162.26,1485.55,21.128,4.8688,11.683,1.8109,62.817,4.2858,4.977,11.378,1.4529,38.095,37.687,1.1116,19.8257
2024-08-22,1.655,1.9558,6.1538,1.513,0.949,7.9491,25.092,7.4619,0.84943,8.6814,394.1,17405.0,4.1455,93.48,152.3,162.64,1490.74,21.618,4.8749,11.7685,1.8107,62.723,4.2815,4.9764,11.392,1.4568,38.332,37.786,1.1135,20.024
2024-08-23,1.6518,1.9558,6.1902,1.5106,0.9476,7.9364,25.078,7.4615,0.84733,8.6728,393.75,17303.0,4.1184,93.31,152.3,162.37,1486.86,21.531,4.8654,11.802,1.8061,62.734,4.2775,4.9763,11.4355,1.4551,38.067,37.818,1.1121,19.9591
2024-08-26,1.6496,1.9558,6.1332,1.5076,0.946,7.9512,25.034,7.461,0.84645,8.7023,395.23,17237.0,4.0966,93.66,153.1,160.94,1481.16,21.409,4.8531,11.7785,1.8008,62.524,4.2815,4.9756,11.403,1.4546,37.926,37.974,1.1163,19.8317
2024-08-27,1.6461,1.9558,6.1186,1.5041,0.944,7.9547,25.034,7.4609,0.84438,8.7073,393.13,17349.0,4.1135,93.67,153.1,161.24,1485.86,21.687,4.8527,11.723,1.7912,62.842,4.2783,4.9771,11.3758,1.4552,38.029,37.988,1.1162,19.7883
2024-08-28,1.6407,1.9558,6.1498,1.4982,0.9375,7.9253,25.053,7.4593,0.84163,8.6711,393.4,17150.0,4.0759,93.36,153.1,160.57,1485.05,21.882,4.8281,11.712,1.7823,62.544,4.3003,4.9773,11.335,1.4493,37.848,37.839,1.1117,19.7851
2024-08-29,1.6274,1.9558,6.1892,1.4927,0.9364,7.8653,25.043,7.4588,0.84175,8.6422,392.73,17083.0,4.0671,93.02,152.9,160.36,1474.34,21.858,4.78,11.641,1.768,62.279,4.2898,4.9774,11.3455,1.4432,37.649,37.794,1.1088,19.6351
2024-08-30,1.6301,1.9558,6.2155,1.4941,0.9416,7.8585,25.031,7.4589,0.8412,8.6455,392.53,17180.0,4.0245,92.95,152.9,161.19,1478.6,21.758,4.7901,11.662,1.7709,62.309,4.2763,4.9768,11.3355,1.4441,37.541,37.765,1.1087,19.5358
2024-09-02,1.6322,1.9558,6.2185,1.4932,0.9415,7.8677,25.045,7.4587,0.84218,8.6239,392.55,17190.0,4.0415,92.81,153.1,162.56,1481.32,21.762,4.8171,11.73,1.7767,62.513,4.275,4.9753,11.351,1.4464,37.834,37.581,1.1061,19.8166
2024-09-03,1.6394,1.9558,6.2056,1.4951,0.9409,7.8614,25.071,7.4595,0.84085,8.605,393.38,17171.0,4.0623,92.67,153.5,161.26,1481.23,21.878,4.8195,11.766,1.7839,62.427,4.2783,4.9735,11.372,1.4453,37.833,37.495,1.1035,19.8345
2024-09-04,1.645,1.9558,6.2523,1.498,0.9396,7.8648,25.086,7.4605,0.84248,8.6174,393.23,17126.0,4.1074,92.8,153.5,160.26,1481.5,21.964,4.8101,11.805,1.7861,62.502,4.2788,4.9726,11.411,1.444,37.785,37.623,1.105,19.7997
2024-09-05,1.6498,1.9558,6.2481,1.4996,0.939,7.8739,25.027,7.4611,0.84318,8.6493,392.3,17110.0,4.1011,93.2,153.5,159.2,1481.54,22.279,4.8136,11.7895,1.7874,62.231,4.2683,4.9708,11.3995,1.4444,37.303,37.719,1.1097,19.736
2024-09-06,1.6503,1.9558,6.1855,1.4984,0.9365,7.865,25.034,7.462,0.84293,8.6526,394.75,17114.0,4.116,93.21,153.3,158.93,1477.3,22.151,4.8082,11.8015,1.7858,62.118,4.28,4.9735,11.3698,1.4428,37.228,37.739,1.1103,19.6875
2024-09-09,1.6596,1.9558,6.2,1.4979,0.9376,7.8589,25.051,7.4616,0.84365,8.6101,395.95,17083.0,4.1425,92.71,152.3,158.53,1485.48,21.988,4.8274,11.9405,1.8004,62.354,4.278,4.9743,11.455,1.4428,37.474,37.599,1.1043,19.7659
2024-09-10,1.6551,1.9558,6.153,1.4973,0.9349,7.853,25.058,7.4623,0.84265,8.6004,397.38,17047.0,4.1539,92.63,152.3,157.81,1480.59,21.953,4.7902,11.902,1.7921,62.216,4.2833,4.9745,11.4355,1.4397,37.235,37.571,1.1031,19.7464
2024-09-11,1.656,1.9558,6.2245,1.4997,0.9358,7.8534,25.088,7.4624,0.84375,8.6106,396.2,17020.0,4.1538,92.74,152.7,156.6,1478.5,21.995,4.7816,11.937,1.7966,61.706,4.2873,4.9742,11.435,1.4385,37.198,37.557,1.1043,19.7394
2024-09-12,1.6497,1.9558,6.2309,1.4964,0.9414,7.8441,25.122,7.462,0.8446,8.5945,395.88,17007.0,4.1344,92.49,152.3,157.02,1477.3,21.746,4.7746,11.934,1.796,61.852,4.2978,4.974,11.414,1.438,37.146,37.402,1.1016,19.7713
2024-09-13,1.6542,1.9558,6.2147,1.5061,0.9387,7.8634,25.147,7.4627,0.84475,8.6411,395.33,17072.0,4.1105,92.99,152.3,156.17,1474.21,21.564,4.7665,11.8495,1.7973,62.041,4.2898,4.9738,11.3635,1.4404,36.988,37.615,1.1081,19.7185
2024-09-16,1.6492,1.9558,6.1772,1.5109,0.9394,7.8953,25.128,7.4621,0.84278,8.6723,393.83,17096.0,4.1641,93.3,152.5,155.66,1467.42,21.403,4.7858,11.78,1.7958,62.094,4.2708,4.9744,11.3195,1.4407,36.983,37.804,1.1126,19.6277
2024-09-17,1.6472,1.9558,6.1236,1.5134,0.9405,7.9046,25.125,7.4621,0.84278,8.6796,394.68,17083.0,4.1808,93.3,152.3,156.71,1467.66,21.529,4.7441,11.7885,1.7965,61.966,4.2683,4.9738,11.3245,1.4407,37.104,37.914,1.1139,19.6418
2024-09-18,1.64,1.9558,6.0942,1.5117,0.9388,7.8797,25.07,7.4613,0.84225,8.6692,394.25,17032.0,4.1916,93.13,152.3,157.94,1473.65,21.24,4.721,11.7753,1.7877,61.988,4.27,4.9749,11.324,1.4395,37.015,37.943,1.1124,19.5531
2024-09-19,1.6352,1.9558,6.024,1.511,0.946,7.8827,25.081,7.4592,0.83953,8.6952,394.55,16924.0,4.1899,93.32,152.5,159.53,1481.57,21.391,4.6967,11.6678,1.7845,61.949,4.2658,4.9744,11.3175,1.4415,36.965,37.958,1.1156,19.4454
2024-09-20,1.6388,1.9558,6.057,1.5148,0.9486,7.8776,25.078,7.459,0.8391,8.7022,393.68,16930.0,4.2077,93.27,152.3,161.08,1491.51,21.609,4.6953,11.733,1.7919,62.15,4.2763,4.9745,11.381,1.4426,36.887,38.086,1.1166,19.5684
2024-09-23,1.6274,1.9558,6.1976,1.5065,0.9448,7.8438,25.098,7.4581,0.83518,8.6576,394.68,16886.0,4.201,92.9,151.7,159.58,1486.62,21.592,4.6733,11.686,1.777,62.3,4.275,4.9742,11.362,1.4357,36.654,37.974,1.1119,19.3253
2024-09-24,1.6237,1.9558,6.137,1.5033,0.9439,7.829,25.155,7.4571,0.8322,8.6668,394.7,16896.0,4.1947,93.15,151.7,160.14,1485.87,21.575,4.6246,11.612,1.7707,62.601,4.2665,4.9756,11.2935,1.4341,36.569,38.006,1.1133,19.2869
2024-09-25,1.6276,1.9558,6.1104,1.5044,0.9495,7.8692,25.123,7.4575,0.83653,8.716,395.03,16923.0,4.205,93.58,150.5,161.49,1489.46,21.743,4.6242,11.684,1.7725,62.609,4.2643,4.976,11.311,1.4378,36.599,38.209,1.1194,19.1932
2024-09-26,1.6217,1.9558,6.0372,1.5025,0.9452,7.8213,25.159,7.4572,0.83428,8.6773,395.95,16879.0,4.1132,93.3,150.5,160.78,1478.62,21.83,4.6237,11.7865,1.7691,62.423,4.271,4.9759,11.3,1.4328,36.215,38.102,1.1155,19.238
2024-09-27,1.618,1.9558,6.0668,1.5036,0.942,7.823,25.158,7.457,0.83338,8.6737,396.95,16859.0,4.1296,93.38,150.7,159.63,1462.76,21.837,4.6027,11.7575,1.7649,62.591,4.2738,4.9764,11.273,1.4305,36.135,38.134,1.1158,19.1092
2024-09-30,1.6166,1.9558,6.0504,1.5133,0.9439,7.8511,25.184,7.456,0.83543,8.6933,396.88,16976.0,4.1491,93.81,150.7,159.82,1469.11,21.984,4.6167,11.7645,1.7616,62.74,4.2788,4.9753,11.3,1.4342,36.107,38.269,1.1196,19.2258
2024-10-01,1.604,1.9558,6.0377,1.4986,0.9394,7.7807,25.272,7.4578,0.83193,8.6181,397.83,16848.0,4.1262,92.93,149.9,159.37,1463.99,21.844,4.6168,11.7305,1.7548,62.287,4.2853,4.9759,11.3145,1.4268,36.124,37.918,1.1086,19.1585
2024-10-02,1.6048,1.9558,5.9961,1.4932,0.9388,7.7702,25.316,7.4593,0.83288,8.5947,399.53,16914.0,4.1917,92.98,149.9,160.26,1462.53,21.608,4.6205,11.6735,1.7614,62.186,4.295,4.9763,11.3495,1.4266,36.296,37.893,1.1071,19.2605
2024-10-03,1.6124,1.9558,6.0304,1.4945,0.9387,7.7477,25.357,7.4595,0.84258,8.5734,401.43,17075.0,4.1859,92.72,149.3,161.98,1472.89,21.539,4.6601,11.7195,1.7749,62.315,4.3058,4.9766,11.361,1.4315,36.567,37.704,1.1039,19.3017
2024-10-04,1.6121,1.9558,6.057,1.4952,0.9394,7.7407,25.347,7.4579,0.83735,8.5629,401.33,17165.0,4.2022,92.61,149.1,161.69,1478.24,21.269,4.6542,11.6845,1.7779,62.126,4.3145,4.9769,11.3375,1.4314,36.484,37.776,1.1029,19.2809
2024-10-07,1.6155,1.9558,5.972,1.4914,0.9388,7.7077,25.346,7.4572,0.83918,8.5291,402.08,17260.0,4.1583,92.25,148.5,162.63,1476.12,21.223,4.7036,11.656,1.7847,62.519,4.3215,4.9778,11.366,1.4304,36.669,37.617,1.0982,19.0978
2024-10-08,1.6293,1.9558,6.0528,1.4981,0.941,7.7449,25.313,7.4579,0.83778,8.537,400.55,17183.0,4.1473,92.21,148.5,162.49,1478.22,21.138,4.7074,11.687,1.7933,62.392,4.3083,4.9773,11.349,1.4307,36.724,37.638,1.0982,19.1784
2024-10-09,1.6283,1.9558,6.0743,1.4985,0.9397,7.7435,25.348,7.4586,0.8374,8.5176,399.9,17130.0,4.1205,92.0,148.7,162.97,1473.03,21.192,4.6923,11.786,1.8038,62.41,4.2978,4.9759,11.362,1.4294,36.651,37.524,1.0957,19.3282
2024-10-10,1.6276,1.9558,6.1061,1.5031,0.9393,7.7376,25.317,7.4592,0.83686,8.496,400.4,17166.0,4.1238,91.8,148.5,162.85,1477.51,21.279,4.6915,11.792,1.7998,62.762,4.3048,4.9756,11.3655,1.43,36.721,37.402,1.0932,19.2391
2024-10-11,1.6233,1.9558,6.0886,1.5063,0.9378,7.7282,25.293,7.461,0.83705,8.5001,400.85,17043.0,4.1103,91.96,149.1,162.94,1477.64,21.236,4.6897,11.7393,1.7941,62.613,4.2898,4.9749,11.354,1.4283,36.445,37.498,1.0938,19.1041
2024-10-14,1.6248,1.9558,6.1443,1.5047,0.9409,7.7332,25.263,7.4613,0.83665,8.4718,400.78,17020.0,4.1029,91.73,149.3,163.39,1484.03,21.035,4.688,11.7465,1.7948,62.767,4.2893,4.9743,11.3735,1.4277,36.303,37.412,1.0915,19.1618
2024-10-15,1.6236,1.9558,6.0949,1.5063,0.9401,7.7574,25.242,7.461,0.83355,8.469,400.48,16927.0,4.0905,91.62,149.3,162.85,1482.73,21.21,4.6986,11.766,1.7902,63.068,4.2938,4.9758,11.301,1.4271,36.345,37.352,1.0903,19.1651
2024-10-16,1.6291,1.9558,6.1432,1.5013,0.9397,7.7511,25.296,7.461,0.83605,8.4676,401.0,16919.0,4.1013,91.55,149.5,162.57,1483.1,21.479,4.6803,11.8015,1.7924,62.947,4.3,4.9761,11.346,1.4264,36.102,37.279,1.0897,19.1283
2024-10-17,1.6228,1.9558,6.1749,1.4975,0.938,7.7385,25.256,7.4605,0.83455,8.4477,399.73,16853.0,4.0823,91.32,149.1,162.5,1488.83,21.714,4.6832,11.8735,1.7903,62.854,4.3113,4.9738,11.418,1.4261,36.051,37.117,1.0866,19.2606
2024-10-18,1.6165,1.9558,6.1328,1.496,0.9401,7.7065,25.229,7.4576,0.83165,8.427,400.05,16804.0,4.0226,91.2,149.1,162.75,1488.05,21.408,4.6691,11.8115,1.7865,62.359,4.3085,4.9733,11.4205,1.4235,35.996,37.197,1.0847,19.0769
2024-10-21,1.623,1.9558,6.1953,1.4998,0.938,7.7198,25.268,7.4587,0.83315,8.4351,401.6,16817.0,4.0948,91.24,149.3,162.79,1495.73,21.654,4.6744,11.838,1.792,62.527,4.3175,4.9728,11.4275,1.4246,36.309,37.176,1.0853,19.1176
2024-10-22,1.6177,1.9558,6.1636,1.4964,0.9365,7.7052,25.252,7.4576,0.8334,8.411,400.03,16843.0,4.0871,90.97,149.3,163.22,1491.66,21.52,4.6833,11.823,1.787,62.58,4.317,4.9737,11.4005,1.4231,36.229,37.06,1.0821,19.0184
2024-10-23,1.6233,1.9558,6.1583,1.49,0.934,7.6759,25.235,7.4583,0.83148,8.3656,401.83,16873.0,4.0845,90.54,149.3,164.66,1491.54,21.612,4.6836,11.8525,1.7918,62.513,4.3433,4.9737,11.412,1.4237,36.355,36.925,1.0767,19.0355
2024-10-24,1.6234,1.9558,6.1487,1.4922,0.9349,7.6848,25.23,7.4598,0.8321,8.3926,402.93,16828.0,4.0804,90.8,148.7,164.12,1489.82,21.367,4.6963,11.8155,1.7914,62.521,4.3435,4.9728,11.419,1.4249,36.329,36.979,1.0801,19.09
2024-10-25,1.6311,1.9558,6.142,1.4989,0.9382,7.7123,25.25,7.4609,0.83358,8.411,404.68,16979.0,4.1062,91.03,149.1,164.45,1504.09,21.441,4.7024,11.8195,1.8025,63.118,4.3478,4.9733,11.4475,1.429,36.54,37.118,1.0825,19.0627
2024-10-28,1.6372,1.9558,6.155,1.503,0.9367,7.7099,25.348,7.4585,0.8329,8.4072,404.83,17016.0,4.0327,90.96,149.1,165.18,1496.45,21.622,4.7177,11.912,1.8059,62.969,4.35,4.9738,11.471,1.4302,36.538,37.101,1.0818,19.1877
2024-10-29,1.6423,1.9558,6.1613,1.4981,0.9369,7.6895,25.372,7.4588,0.8302,8.3716,405.23,16993.0,4.0298,90.57,148.7,165.66,1496.4,21.572,4.7172,11.8415,1.8076,62.857,4.348,4.9749,11.517,1.4287,36.4,36.949,1.0774,19.1063
2024-10-30,1.646,1.9558,6.2564,1.5072,0.9393,7.7054,25.377,7.4606,0.83425,8.405,408.38,16967.0,4.0214,90.94,148.5,165.91,1493.02,21.817,4.7359,11.8785,1.8099,63.01,4.3463,4.9747,11.566,1.4329,36.522,37.086,1.0815,19.1535
2024-10-31,1.6559,1.9558,6.2635,1.5134,0.9412,7.7436,25.327,7.4601,0.83753,8.4598,408.28,17106.0,4.0441,91.49,148.9,166.3,1500.05,21.809,4.7652,11.9385,1.822,63.364,4.3508,4.9749,11.6308,1.4377,36.754,37.268,1.0882,19.1869
2024-11-01,1.653,1.9558,6.2813,1.5144,0.9427,7.7403,25.33,7.4562,0.83998,8.466,407.75,17132.0,4.0681,91.5,149.1,165.54,1498.21,21.725,4.766,11.96,1.8164,63.525,4.3543,4.9745,11.6115,1.4392,36.873,37.376,1.0885,19.1111
2024-11-04,1.6516,1.9558,6.3344,1.5155,0.941,7.7363,25.288,7.4578,0.84063,8.4761,407.83,17191.0,4.0879,91.72,148.9,165.47,1497.97,21.919,4.7678,11.9465,1.8196,63.762,4.3423,4.975,11.6445,1.4356,36.736,37.453,1.0904,19.1248
2024-11-05,1.6452,1.9558,6.3039,1.5128,0.9402,7.7405,25.343,7.4586,0.8392,8.4687,409.25,17180.0,4.0828,91.66,148.9,165.93,1503.71,21.958,4.7353,11.96,1.8169,63.553,4.358,4.9756,11.6665,1.4351,36.652,37.429,1.0897,19.0277
2024-11-06,1.6301,1.9558,6.2127,1.4893,0.9368,7.6779,25.339,7.457,0.83223,8.3167,410.08,16977.0,4.0115,90.18,148.3,165.05,1500.9,22.076,4.7095,11.909,1.7997,62.949,4.3493,4.9755,11.6515,1.4281,36.705,36.636,1.0695,18.9842
2024-11-07,1.6196,1.9558,6.0988,1.496,0.9432,7.7159,25.262,7.4574,0.83185,8.3818,404.58,16889.0,4.0094,90.94,148.3,165.71,1495.78,21.39,4.7492,11.7485,1.7932,63.1,4.3253,4.9759,11.599,1.4258,36.798,36.932,1.0785,18.7328
2024-11-08,1.6259,1.9558,6.2034,1.4983,0.9393,7.7233,25.208,7.4573,0.83188,8.3745,406.68,16802.0,4.024,90.89,148.7,164.18,1495.41,21.535,4.7208,11.7735,1.797,62.85,4.3255,4.9748,11.59,1.4251,36.695,37.01,1.0772,18.8777
2024-11-11,1.6186,1.9558,6.1877,1.4848,0.9369,7.6719,25.339,7.4574,0.8268,8.2812,409.63,16750.0,3.9832,89.89,148.3,163.82,1489.97,21.856,4.6971,11.7865,1.7857,62.461,4.344,4.9749,11.592,1.4197,36.703,36.567,1.0651,19.0171
2024-11-12,1.6206,1.9558,6.1131,1.4799,0.9354,7.6781,25.39,7.4591,0.82835,8.2586,410.7,16770.0,3.982,89.59,147.9,163.71,1492.15,21.643,4.7139,11.7385,1.7848,62.273,4.3503,4.9763,11.542,1.4204,36.942,36.504,1.0617,19.1584
2024-11-13,1.6299,1.9558,6.1031,1.484,0.9379,7.6626,25.295,7.4598,0.83413,8.2682,408.7,16716.0,3.9774,89.69,147.9,164.71,1487.4,21.794,4.7278,11.7645,1.7941,62.327,4.3425,4.9764,11.5895,1.4214,36.861,36.522,1.0629,19.1406
2024-11-14,1.6285,1.9558,6.1122,1.4759,0.9369,7.6267,25.305,7.4593,0.83158,8.1975,407.05,16804.0,3.9374,88.96,146.3,164.24,1478.78,21.721,4.7193,11.759,1.7958,61.972,4.3383,4.9764,11.603,1.4175,36.887,36.197,1.0533,19.3136
2024-11-15,1.6345,1.9558,6.1335,1.4861,0.9389,7.6492,25.286,7.459,0.83455,8.2385,407.23,16810.0,3.9586,89.35,145.7,164.36,1476.23,21.57,4.7311,11.699,1.8015,62.162,4.32,4.9768,11.5905,1.4187,36.861,36.429,1.0583,19.2353
2024-11-18,1.6352,1.9558,6.103,1.4873,0.9364,7.6442,25.282,7.4591,0.8356,8.214,408.7,16733.0,3.9468,89.08,144.3,163.74,1474.49,21.502,4.7278,11.717,1.8062,61.929,4.3278,4.9765,11.6,1.4186,36.758,36.447,1.0552,19.0768
2024-11-19,1.6264,1.9558,6.1212,1.4833,0.9329,7.6578,25.284,7.4591,0.83638,8.2335,407.45,16760.0,3.9611,89.29,145.3,162.71,1472.84,21.496,4.7315,11.6595,1.7949,62.314,4.3303,4.9769,11.584,1.4163,36.521,36.556,1.0578,19.097
2024-11-20,1.6225,1.9558,6.0975,1.4767,0.9342,7.6528,25.286,7.4592,0.8338,8.2208,409.6,16790.0,3.9413,89.1,145.5,164.42,1474.4,21.304,4.7228,11.644,1.7947,62.282,4.3308,4.9765,11.605,1.4173,36.581,36.402,1.0562,19.1266
